labels,preprocessed_docs
0,amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount motherinlaw woman hitler eleven plu two twelv plu one amaz
0,aiya discuss later lar pick
0,hey happi birthday
0,sorri miss call pleas call back
0,omg one thing anoth cat worm bad day end
0,good morn im suffer fever dysentri abl come offic today
0,wont anyth de
0,type stuff sing
0,st andr virgil cream
0,check room befor activ
0,fri ah oki lorgoin drivin den go shoppin tt
0,gokila talk aha
0,hi shanilrakhesh herethanksi exchang uncut diamond stuffleav back excel servic dino prem
0,kkthi month kote birthday know
0,realli realli broke oh amount small even
0,sorri mate phone didnt write love kate
1,themobhit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpaperal free
0,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come co money
0,aight call close
0,nope that fine might nap tho
1,msg mobil content order resent previou attempt fail due network error queri customersqueriesnetvisionukcom
0,news hassl get weed week andr money haughaighgtujhyguj
0,boy love gal propsd bt didnt mind gv lv lttr bt frnd threw thm boy decid aproach gal dt time truck speed toward gal wn hit girld boy ran like hell n save ask hw cn u run fast boy repli boost secret energi n instantli girl shout energi n thi live happili gthr drink boost evrydi moral stori hv free msgsd gud ni
0,wnt buy bmw car urgentlyit vri urgentbut hv shortag lacsther sourc arng di amt lacsthat prob
0,ding ya break fassyol blacko londn
0,realli need kiss u miss u babi ur babi eva
0,sign matur start say big thing actual start understand small thing nice even bslvyl
0,oh got mani respons
1,new messag pleas call
0,reach sch alreadi
1,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat vco free
0,u definit need modul e human di sem izzit u wan take modul st
0,argh fuck nobodi town
1,get lion england tone repli lionm mono lionp poli go wwwringtonescouk origin n best tone gbp network oper rate appli
0,thank fill complet calm reassur
0,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmean
0,drive train
0,lol real told dad cancer
1,privat account statement
0,oop
0,enufcredeit tocallshal ileav uni get bu yor hous
0,hi chikku send nice msg
0,imposs argu alway treat like sub like never releas remind necessari
0,work ah den plu lor u workin oso rite den go orchard lor place go liao
0,wonder okor great month cherish guy wish well day mojibiola
0,cuz ibor wanna studi
0,wot wed nite til
0,rose redr bloodblood heartheart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri
0,way
0,suck go u hair free right
0,still work time also tri ad zero save check
0,hmm dunno leh mayb bag goigng dat small ju anyth except perfum smth dat keep
0,sday joinedso train start today
0,sorri grocer
0,nice pub near franki n benni near warner cinema
1,costa del sol holiday await collect call toclaim sae tc pobox stockport skxh costapm maxmin
0,yup havent want go yoga call book
0,oh shut omg yesterday dream kid boy piss kid boy even told mark dream chang diaper caus get owe face
0,yeah imagin would realli gentl unlik doc treat patient like turkey
1,free st week nokia tone ur mobil everi week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normpton
0,start dont stop pray good idea anyth see help guy ill forward link
0,hi darlin im helen fone im gonna b princ nite pleas come tb love kate
0,offic dawher
0,aiyar u poor thing give u support k jia think u
0,oh unintent bad time great finger train play along give fifteen min warn
1,get garden readi summer free select summer bulb seed worth scotsman saturday stop go notxtcouk
0,kthen come wenev u lik come also tel vikki come get free time
0,pl call da happen
0,happi new year u ur familymay new year bring happi stabil tranquil ur vibrant colour life
0,problem renew ill right away dont know detail
0,idk sit stop shop park lot right bawl eye feel like failur everyth nobodi want feel like fail
0,left yet probabl gonna til dinner
0,like question
0,new year eve ok went parti boyfriend si hey
0,sir need velusami sir date birth compani bank facil detail
0,k k sm chat
0,come karnan car pleas wait till pm directli goto doctor
0,bluray player
0,ok r meet later
0,lol need cash nitro hurri come crash
0,send text skype later
0,ok leav need ask
1,congrat mobil g videophon r call videochat wid ur mate play java game dload polyph music nolin rentl bx ip p
0,ii still got lesson ii sch
0,dun believ leh tot told true alreadi thk muz c us tog believ
0,oh charg camera
0,iuv got salt rub open wound like
0,go lunch
0,school n da lab stuff give call r done
0,oh k come tomorrow
0,aight text tonight see
0,u
0,water log desert geoenvironment implic
0,rajipl favour pl convey birthday wish nimya pl today birthday
0,compani goodenviron terrif food realli nice
0,strang watch nd one bed sweet dream miss u
1,sm auction brand new nokia auction today auction free join take part txt nokia
0,hi hope u r ok said would text u seen let gentli pleas
0,babe fuck love know fuck good hear voic need crave cannot get enough ador ahmad kiss
0,k sure rel home sm de pl
0,sent like
0,fuuuuck need stop sleepin sup
0,town ju take mrt later
0,cook rather nice salmon la
0,upload mine facebook
0,time u wrkin
0,oki
1,ree entri weekli comp chanc win ipod txt pod get entri std txt rate tc appli detail
1,record indic u mayb entitl pound compens accid claim free repli claim msg stop txt stop
0,sorri call later
0,oh oh den muz chang plan liao go back yan jiu
0,wyli tampa sarasota
0,ok take ur time n enjoy ur dinner
0,darren say dat u meet da ge den dun meet dinner co later u leav xy feel awkward den u meet lunch lor
1,spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logop
0,like cheap ium happi splash wine make feel better
0,she fine difficulti phone work mine pl send anoth friend request
0,ugh leg hurt musta overdid mon
1,call germani penc per minut call fix line via access number prepay direct access wwwtelediscountcouk
1,costa del sol holiday await collect call toclaim sae tc pobox stockport skxh costapm maxmin
0,wot student discount u get book
0,fineabsolutli fine
0,come get b quit diff guess rite
1,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptxt
0,reach ur home minut
0,babe answer cannot see mayb would better reboot ym got photo great
0,hiwhat think match
0,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop
0,dai download exe file run exe instal
0,yesterday true true
0,kkhow busi
0,pa select
1,natalja f invit friend repli ye see wwwsmsacunat stop send stop frnd
0,keep ten rs shelf buy two egg
0,late
0,well that nice bad cant eat
0,accident brought em home box
0,pl need dat slowli vomit
0,take exam march
0,jane babe goin wrk feel ill lst nite fone alreadi cover chuck
0,nightsw nt stay port step liaotoo ex
0,die want u stuff
0,oh fuck juswok bed boatin dock slept wid year old spinout giv u da gossip lr xxx
0,smile pleasur smile pain smile troubl pour like rain smile sum hurt u smile becoz someon still love see u smile
0,prabhai sorydarealyfrm heart sori
0,remet alex nichol middl school turn deal
1,privat account statement show unredeem point call identifi code expir
0,mean u could keep ur word
0,nope still market
0,realis busi guy tri bother get exam outta way tri car gr day
1,chosen receiv award pl call claim number collect award select receiv valu mobil custom
0,hey project start aha da
0,ok cool see ya
0,uworld site buy qbank buy self assess also
0,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli
1,someonon know tri contact via date servic find could call mobil landlin boxskch
0,yeah still give ride
0,jay want work first sound
0,gud gudk chikku tke care sleep well gud nyt
0,part check iq
0,hmm think lor
0,cours teas know simpli must see grin keep post prey love smile devour kiss
0,thank temal wonder thank great week
0,thank princess want see nice juici booti
0,eaten day sit stare juici pizza cannot eat med ruin life
0,gud ni dearslp welltak careswt dreamsmuah
0,u come n search tat vidnot finishd
0,k leav soon littl
1,urgent pleas call landlin cash holiday await collect cs sae po box mxi
0,yeah work fine start last week stuff dull easi guy fun
0,studi alon without anyon help cant need studi
0,pleas tell car key purs
0,didnt get anyth da
0,ok sweet dream
0,well big surpris
0,usualiam fine happi well
0,cbe chennai
0,help u swoop pick u wherev ur bird r meet u want
0,anyon call treadmil say buy make sure work found ad craigslist sell
0,absolut love south park recent start watch offic
0,see film
0,pl speak wont ask anyth friendship
0,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moralon get name person
0,gud niswt drmstake care
0,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u
0,anyth lar go home dinner
0,er
1,prize go anoth custom tc wwwtcbiz pmin polo ltd suit london wj hl pleas call back busi
0,u fix teethif asapok take care
0,u wan come dinner tonight
0,hellohow u doingwhat u u b move flat co need arrang pick lamp etc take care hello carolin
0,latebut kwish
0,hi hope ur day good back walk tabl book half eight let know ur come
0,oh yeah clearli fault
0,dunno leh cant rememb mayb lor wat time r meet tmr
0,best msg hard person u know one step foward make u fall love one step back ruin ur friendship good night
1,urgent mobil number award prize guarante call land line claim valid hr ppm
0,helloooo wake sweet morn welcom enjoy day full joy gud mrng
0,vikki come around time
0,princess
0,gone get info bt dont know
0,yeah probabl
0,sent ur email id soon
1,urgent week free membership prize jackpot txt word claim tc wwwdbuknet lccltd pobox ldnwarw
0,still pretti weak today bad day
0,hey forget mine possess properti mmm childish smile
0,excel thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn
0,hey congrat u id luv ive go home
0,dear call
0,xy tri smth u eat alreadi havent
1,urgent pleas call landlin cash luxuri canari island holiday await collect tc sae po box mxi ppm
0,donno gene someth
1,xma iscom ur award either cd gift voucher free entri r weekli draw txt music tnc wwwldewcomwinppmxagesubscript
0,alex say ok ok
0,u come funer home
0,darl sister school resum minimum wait period reappli take care
